CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,0.267395,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.99948,0,-1,73.0909,-1,13,49,0.995213,0,-1,79.0909,-1,9,48.5,0.0477446,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.314305,0,-1,79.0909,-1,9,48.5,0.969943,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.803747,0,-1,79.0909,-1,9,48.5,0.796641,0,-1,70.9091,-1,
15,56.8,0.999796,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.999781,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.999899,0,0.781111,73.0909,0.85,13,49,-1,0,0.818889,79.0909,0.95,9,48.5,-1,0,0.778889,70.9091,0.85,
15,56.8,0.999929,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.276537,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.0732028,0,-1,73.0909,-1,13,49,0.584148,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,1,0,-1,73.0909,-1,13,49,0.799271,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.999949,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.261517,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.999962,0,-1,73.0909,-1,13,49,0.803249,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.999974,0,-1,73.0909,-1,13,49,0.249165,0,-1,79.0909,-1,9,48.5,0.842673,0,-1,70.9091,-1,
